# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = gpa_model
# start_datetime = 2023-01-12 14:38:11 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2912177928 (Default)
# output
#   file = examples\gpa\gpavar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,nationality,perfect,gpa
0,-5.18057,-0.648274,0.207964,0.627768,1.77722
0,-inf,-0.162231,0.555976,0.304869,6.3113
0,-inf,-1.9923,0.90913,0.43418,9.44965
0,-7.0343,-3.8988,0.329869,0.460103,9.94062
0,-inf,-1.4388,0.664422,0.90834,8.57097
0,-inf,-0.54381,0.637192,0.846213,4.68319
0,-5.35285,-1.56279,0.175739,0.77876,9.24511
0,-inf,-4.82074,0.0357601,0.0126796,4.01526
0,-4.03668,-1.36019,0.945062,0.68908,3.71804
0,-5.87217,-1.52003,0.471678,0.951917,5.55223
0,-inf,-2.00684,0.826437,0.0516877,7.80827
0,-7.40511,-2.82122,0.0965605,0.969397,6.22555
0,-inf,-0.708431,0.789143,0.19476,7.07675
0,-6.26124,-2.44796,0.973605,0.18775,2.65119
0,-5.46825,-1.71034,0.694141,0.936173,1.57969
0,-4.4205,-0.770181,0.865688,0.291785,2.76938
0,-inf,-2.50949,0.760606,0.0296254,8.01857
0,-4.46191,-0.175174,0.410529,0.409695,2.70186
0,-5.80873,-1.09387,0.153391,0.376946,1.10646
0,-7.5925,-2.56688,0.0490382,0.122969,1.13032
0,-3.29913,-0.767015,0.71703,0.867969,3.72025
0,-inf,-1.12042,0.929102,0.661301,6.35481
0,-8.05086,-3.55397,0.0937716,0.981148,7.17157
0,-4.67666,-1.05534,0.331607,0.241895,9.07106
0,-inf,-3.40495,0.856218,0.090677,0.217626
0,-inf,-2.92726,0.980451,0.80669,7.93926
0,-inf,-1.57504,0.52997,0.0630786,8.28289
0,-inf,-1.48035,0.845335,0.0775529,6.17884
0,-inf,-0.276209,0.5031,0.215225,4.55063
0,-4.52678,-0.237105,0.494136,0.550145,7.74172
0,-6.47541,-1.65126,0.209421,0.892356,1.08705
0,-inf,-1.03253,0.927619,0.371199,4.16353
0,-4.70066,-0.341631,0.436935,0.70958,2.34062
0,-3.37871,-0.747481,0.846881,0.230399,3.21614
0,-7.55096,-2.95109,0.0879209,0.970841,3.64112
0,-inf,-1.81519,0.857604,0.311553,9.47711
0,-5.22489,-0.681467,0.26416,0.62176,1.36286
0,-inf,-1.8796,0.867913,0.62315,9.51726
0,-4.37746,-0.154966,0.467213,0.701813,5.94589
0,-4.49896,-3.03321,0.971069,0.0677176,3.60922
0,-4.95547,-0.539788,0.139275,0.523273,3.79903
0,-inf,-2.03409,0.69885,0.962962,7.18711
0,-7.27889,-2.36419,0.0475077,0.565489,0.664723
0,-inf,-1.54881,0.465591,0.0560392,7.72946
0,-inf,-0.325598,0.718724,0.739241,5.51183
0,-6.4002,-1.85689,0.0318624,0.563169,3.23673
0,-7.07109,-2.09029,0.162346,0.1152,0.65571
0,-inf,-1.16068,0.738471,0.154029,8.67675
0,-inf,-2.70333,0.890128,0.044128,1.34694
0,-inf,-0.126058,0.661155,0.573181,6.28572
0,-inf,-1.28228,0.599741,0.672242,9.43737
0,-6.83489,-1.97107,0.271464,0.152117,0.441125
0,-3.95151,-0.432894,0.638561,0.42506,1.62868
0,-6.0039,-1.41336,0.144876,0.911216,5.60387
0,-inf,-0.626457,0.635002,0.320265,8.60342
0,-5.59822,-1.74823,0.0762241,0.210381,8.6537
0,-6.11895,-2.25357,0.0562097,0.523912,9.34528
0,-6.01868,-1.31701,0.312904,0.294614,0.577916
0,-5.08747,-0.658519,0.115051,0.584956,5.15657
0,-inf,-0.467097,0.837116,0.371742,5.93874
0,-5.98029,-1.24263,0.138091,0.15315,2.06358
0,-inf,-0.644082,0.804683,0.192189,4.32241
0,-5.44926,-0.955682,0.210387,0.878567,5.86099
0,-inf,-0.610823,0.545652,0.497575,8.83204
0,-5.63819,-1.65174,0.874811,0.808353,0.924653
0,-6.25991,-2.54012,0.785638,0.968084,1.7896
0,-3.89033,-3.08099,0.568005,0.0139911,3.33038
0,-5.48066,-1.75044,0.240104,0.734257,9.54912
0,-5.25311,-0.764983,0.117477,0.283116,5.37331
0,-6.03871,-3.97632,0.460107,0.0461297,9.83682
0,-6.57464,-1.90854,0.0981237,0.930358,5.81555
0,-4.50456,-0.221472,0.348006,0.333651,6.7546
0,-6.67753,-2.19742,0.0235883,0.609675,6.42537
0,-inf,-3.36291,0.955695,0.0393208,2.04093
0,-4.52106,-0.23697,0.388868,0.641145,7.25972
0,-6.33195,-1.77526,0.0346543,0.386333,3.39536
0,-inf,-0.0444555,0.627496,0.453112,4.98681
0,-6.57757,-2.8098,0.388057,0.917407,9.70697
0,-5.47057,-1.70098,0.957401,0.565217,2.13599
0,-5.26259,-0.799078,0.425833,0.125086,7.37367
0,-4.9066,-0.518982,0.223279,0.781486,5.14451
0,-inf,-1.76972,0.134825,0.085119,1.82616
0,-3.72735,-0.3688,0.494275,0.373952,8.1428
0,-inf,-0.750575,0.618469,0.137628,7.38126
0,-5.34181,-0.85402,0.221519,0.858021,6.48734
0,-inf,-0.491171,0.703695,0.184441,4.02519
0,-inf,-2.39811,0.657353,0.0755334,9.5148
0,-inf,-0.474399,0.847538,0.565364,5.89423
0,-4.85489,-1.06292,0.865118,0.721408,1.57758
0,-4.59966,-0.281088,0.230361,0.37151,4.1574
0,-7.64192,-2.60735,0.067913,0.787872,0.476309
0,-inf,-1.19357,0.728923,0.859362,8.6013
0,-3.4427,-0.827211,0.874578,0.765008,3.93381
0,-4.96712,-3.09405,0.258702,0.0196853,8.34015
0,-inf,-1.883,0.156358,0.065261,1.95172
0,-4.47594,-0.20234,0.398873,0.519695,7.44677
0,-inf,-1.94205,0.331192,0.0341218,4.17681
0,-inf,-0.566898,0.772965,0.537127,8.18494
0,-inf,-0.783694,0.768386,0.859546,4.25147
0,-4.45196,-0.195094,0.376151,0.273645,5.10127
0,-5.95664,-1.37224,0.0597379,0.748834,4.29497
0,-4.80974,-1.02378,0.860478,0.399774,1.30085
0,-4.07609,-0.622815,0.379474,0.571952,8.76411
0,-inf,-3.34223,0.0813354,0.0220868,6.52577
0,-5.99772,-1.25241,0.103338,0.226608,1.88531
0,-4.13785,-0.572121,0.828721,0.659068,2.76675
0,-4.19834,-0.681045,0.24316,0.262069,8.07797
0,-5.08897,-1.47878,0.552739,0.938286,2.21156
0,-5.19408,-0.679881,0.410271,0.439386,1.03909
0,-4.92824,-1.23593,0.567472,0.572171,0.507723
0,-inf,-0.329405,0.804952,0.394294,4.65535
0,-4.41604,-0.906239,0.416552,0.862245,8.09889
0,-inf,-1.36847,0.609729,0.933251,7.36245
0,-4.69239,-1.02084,0.588227,0.467158,0.650309
0,-inf,-1.81367,0.566806,0.0537518,8.48729
0,-5.653,-1.0742,0.0917389,0.216787,4.54057
0,-5.68117,-1.88264,0.962161,0.578492,1.89558
0,-5.25948,-0.788312,0.0981597,0.583778,4.0867
0,-inf,-0.121224,0.529641,0.342241,6.3869
0,-inf,-1.37592,0.335897,0.0617015,3.16647
0,-8.10391,-4.66388,0.00753411,0.107562,8.08275
0,-2.63584,-0.244871,0.715349,0.660055,3.614
0,-5.04247,-1.38592,0.261916,0.64942,9.42745
0,-4.55051,-0.272371,0.426111,0.762352,3.92277
0,-4.24596,-0.713006,0.195443,0.341816,8.1791
0,-5.82109,-1.1268,0.101387,0.338194,1.76536
0,-inf,-1.26936,0.784135,0.0790141,5.98174
0,-5.00666,-1.30375,0.0915904,0.676297,8.38845
0,-6.23043,-1.44945,0.0819962,0.672663,1.37751
0,-5.02187,-1.34411,0.22727,0.652945,9.34812
0,-6.00132,-1.24754,0.164149,0.820308,1.42792
0,-4.50673,-0.235686,0.395475,0.700779,6.72881
0,-inf,-1.70082,0.489109,0.0395013,5.69722
0,-inf,-1.24362,0.941993,0.343589,5.63215
0,-4.66442,-0.330282,0.372575,0.648243,7.70533
0,-inf,-0.609737,0.744119,0.793401,7.15471
0,-6.26096,-1.57575,0.0608436,0.187403,6.74843
0,-5.64656,-1.02219,0.401381,0.74154,0.836431
0,-5.57071,-0.97373,0.164176,0.150909,3.17137
0,-7.87408,-2.84337,0.0583441,0.255053,0.378842
0,-4.69147,-0.350391,0.446588,0.646836,7.95842
0,-4.58732,-1.0476,0.407354,0.46109,9.33094
0,-4.99024,-2.28806,0.973786,0.782643,3.60606
0,-inf,-0.200372,0.507807,0.343821,7.1819
0,-5.50857,-1.62465,0.883429,0.892723,2.07316
0,-inf,-0.998736,0.887555,0.297958,7.80284
0,-4.02475,-0.479252,0.68373,0.443064,1.59329
0,-inf,-1.64587,0.926781,0.88004,5.35565
0,-4.376,-1.59767,0.947736,0.217537,3.25315
0,-8.8861,-5.24347,0.179223,0.979107,9.82797
0,-5.15398,-0.690796,0.120968,0.371417,6.31611
0,-inf,-0.660358,0.866552,0.448569,7.16221
0,-6.42842,-2.60203,0.690436,0.201891,0.191234
0,-4.45923,-0.802304,0.673212,0.43113,0.947635
0,-inf,-1.1954,0.932801,0.718416,4.42916
0,-4.95199,-0.527771,0.147115,0.452458,3.4974
0,-inf,-1.09623,0.742234,0.564702,9.2384
0,-5.50567,-0.884389,0.174618,0.205068,2.22438
0,-5.90311,-3.55293,0.0381407,0.0482761,8.61653
0,-7.29308,-3.33827,0.927093,0.578098,0.167867
0,-4.71401,-0.335597,0.279253,0.520854,2.32705
0,-5.36029,-1.55462,0.543318,0.215997,0.46942
0,-inf,-1.04574,0.915504,0.357872,7.23358
0,-6.20212,-2.2933,0.211475,0.101392,9.48291
0,-inf,-2.78556,0.80403,0.229848,9.80643
0,-5.49346,-1.52695,0.885613,0.236285,1.00013
0,-inf,-0.433457,0.569278,0.524316,8.42869
0,-inf,-0.116813,0.671603,0.588742,5.80662
0,-3.85206,-0.372872,0.61248,0.63105,1.89699
0,-inf,-0.682346,0.7925,0.20923,7.12796
0,-6.40676,-2.7697,0.644597,0.683866,0.135113
0,-4.96742,-0.532796,0.177827,0.348431,7.00701
0,-inf,-0.135549,0.70277,0.398768,5.05683
0,-inf,-0.107694,0.532174,0.307685,4.91844
0,-5.10988,-2.9469,0.371999,0.0405162,9.48434
0,-4.97425,-1.1816,0.714837,0.836142,1.11439
0,-5.8931,-2.17941,0.17885,0.481564,9.71512
0,-7.05808,-2.51317,0.0222462,0.800311,5.49761
0,-6.78189,-2.68573,0.943153,0.91917,1.31062
0,-inf,-0.197741,0.682995,0.319429,4.01842
0,-3.87931,-0.384905,0.709764,0.606495,2.13878
0,-5.11334,-0.623785,0.467719,0.477342,1.08665
0,-inf,-1.29496,0.916177,0.170904,6.04332
0,-inf,-0.459285,0.814213,0.643089,6.63956
0,-4.87813,-0.513566,0.446627,0.832111,3.2807
0,-5.78,-1.29929,0.344447,0.927954,7.13063
0,-4.35233,-0.110264,0.48303,0.383381,3.21486
0,-inf,-1.45903,0.831078,0.103301,8.08483
0,-inf,-1.80937,0.876142,0.129607,1.05372
0,-inf,-6.17741,0.991494,0.0167348,4.10637
0,-5.26993,-0.738178,0.191505,0.195381,3.03365
0,-6.33315,-2.40113,0.874339,0.949725,1.61546
0,-inf,-2.50841,0.564099,0.936889,9.49616
0,-4.02426,-0.583816,0.371205,0.753223,8.1372
0,-inf,-1.67111,0.950633,0.267169,7.55798
0,-6.42844,-1.62494,0.202349,0.30059,0.501034
0,-7.1603,-2.36188,0.0729194,0.933918,7.52598
0,-5.11578,-1.26721,0.77933,0.795629,0.948388
0,-inf,-1.69977,0.925155,0.108357,5.85878
0,-4.50157,-0.209051,0.268853,0.496863,3.44146
0,-4.62397,-0.309834,0.233955,0.653229,5.90907
0,-inf,-3.04615,0.979674,0.327184,8.98871
0,-5.35071,-0.913829,0.452023,0.899584,3.05203
0,-inf,-1.11453,0.7133,0.122407,1.68528
0,-inf,-0.546274,0.567196,0.841203,6.51167
0,-inf,-1.43417,0.699505,0.139703,9.09504
0,-6.45432,-1.87347,0.0334534,0.309925,3.50226
0,-inf,-1.01707,0.556285,0.910725,6.85591
0,-3.34357,-0.73563,0.827291,0.193471,3.69835
0,-3.88176,-0.384734,0.64695,0.414408,1.81827
0,-4.36625,-0.123633,0.450222,0.610973,3.15193
0,-5.19942,-1.37671,0.789292,0.448712,0.569061
0,-4.38377,-0.126558,0.46529,0.44707,2.82955
0,-4.82938,-0.415146,0.296249,0.284509,2.51604
0,-4.67321,-1.05216,0.214629,0.501117,9.1042
0,-inf,-0.892085,0.513401,0.872256,7.89729
0,-5.20447,-0.744453,0.290934,0.844482,7.17465
0,-7.84207,-6.31064,0.11973,0.00557788,9.47835
0,-4.54945,-0.253167,0.368945,0.712748,3.32087
0,-5.68458,-1.74114,0.859154,0.364065,0.511287
0,-5.46763,-0.986354,0.222165,0.890225,4.93733
0,-inf,-0.137944,0.501951,0.562407,7.1222
0,-4.02314,-0.521054,0.607828,0.17766,2.89184
0,-5.26395,-0.709644,0.290379,0.390131,1.19934
0,-inf,-2.85785,0.922599,0.224905,9.67559
0,-inf,-0.854667,0.839012,0.372299,8.38692
0,-5.19798,-1.51671,0.318944,0.762963,9.45236
0,-inf,-0.750364,0.864501,0.337861,7.39205
0,-5.58341,-1.65075,0.926602,0.782518,1.53494
0,-7.66014,-2.67094,0.115596,0.940782,0.910232
0,-inf,-0.32037,0.539976,0.41573,8.04259
0,-4.6206,-0.282443,0.248167,0.439629,3.10861
0,-4.7525,-0.385761,0.210336,0.492065,7.05211
0,-5.2922,-1.56539,0.659712,0.930334,1.65786
0,-inf,-1.2674,0.846722,0.120945,7.50461
0,-inf,-0.291544,0.792123,0.581291,5.41008
0,-5.04219,-1.34322,0.179419,0.578856,9.28708
0,-7.43341,-2.68686,0.159021,0.560035,0.182747
0,-inf,-4.4319,0.907001,0.983964,9.10649
0,-inf,-1.30471,0.578243,0.305965,9.44666
0,-inf,-3.10677,0.979763,0.156025,8.30316
0,-5.51378,-3.20658,0.0673289,0.0392962,8.5341
0,-4.16825,-0.611649,0.748207,0.795536,2.81038
0,-4.66634,-0.914592,0.783095,0.281375,1.25237
0,-4.29316,-0.691299,0.732626,0.80259,2.2811
0,-inf,-3.23809,0.852936,0.017629,6.85233
0,-inf,-0.0785557,0.616352,0.620956,5.25522
0,-inf,-1.39614,0.811817,0.539447,9.37062
0,-5.29138,-0.830619,0.0892684,0.540952,5.24714
0,-6.25726,-2.44476,0.317172,0.920064,9.53582
0,-4.92787,-2.14097,0.967245,0.186776,3.31036
0,-6.32243,-2.23448,0.889802,0.904219,0.932756
0,-5.35703,-0.773919,0.185818,0.696103,1.79563
0,-5.59905,-1.86677,0.0452661,0.400526,8.44639
0,-6.50924,-2.83458,0.364975,0.156894,9.81794
0,-inf,-0.158197,0.704944,0.371172,4.58585
0,-3.938,-0.419958,0.769164,0.42251,2.35293
0,-inf,-2.78722,0.652425,0.982211,4.16279
0,-inf,-0.9418,0.601369,0.655807,9.16268
0,-5.04262,-1.29133,0.588387,0.888431,1.22623
0,-4.05855,-1.33639,0.940812,0.314485,3.04405
0,-inf,-3.31573,0.888148,0.0447762,9.40699
0,-2.49647,-0.167041,0.558551,0.70128,3.76199
0,-5.87334,-1.18324,0.142463,0.839957,2.19491
0,-inf,-3.10707,0.580492,0.0254581,0.748661
0,-inf,-1.51427,0.702141,0.707483,9.49858
0,-inf,-9.96119,0.902991,0.998797,9.65169
0,-5.41001,-1.70188,0.553038,0.392523,0.313276
0,-4.68299,-1.06069,0.234728,0.400034,9.13593
0,-8.06327,-3.99172,0.00641665,0.490209,2.71181
0,-5.62372,-1.02487,0.261868,0.131597,7.94141
0,-7.62475,-3.14383,0.013044,0.32144,2.24078
0,-4.44286,-1.82263,0.968427,0.617059,3.97819
0,-4.98583,-1.15692,0.867153,0.195137,1.85498
0,-inf,-0.250507,0.566295,0.367651,7.56348
0,-inf,-9.2776,0.865921,0.999039,8.89036
0,-5.92015,-2.2461,0.976176,0.51209,2.4469
0,-inf,-0.956304,0.505774,0.913593,4.20738
0,-4.90612,-0.483496,0.213849,0.35797,7.41764
0,-5.71071,-1.10386,0.0784391,0.462776,2.43484
0,-4.84169,-1.18744,0.629496,0.907895,2.03179
0,-inf,-1.31842,0.56845,0.941351,4.58841
0,-4.79594,-0.433672,0.157045,0.499715,5.1795
0,-inf,-2.1654,0.948272,0.740034,8.99054
0,-4.96779,-0.558714,0.329431,0.163476,3.59799
0,-3.25784,-0.674096,0.833791,0.219652,3.91951
0,-4.98755,-0.544271,0.251425,0.242831,7.29892
0,-5.71293,-1.10934,0.0851491,0.519799,7.83072
0,-inf,-1.04223,0.786052,0.355337,9.0286
0,-5.18303,-0.650424,0.187265,0.546415,1.818
0,-inf,-0.698727,0.673567,0.126057,5.39274
0,-inf,-1.7625,0.960808,0.755226,4.38706
0,-6.13609,-2.56682,0.252866,0.56566,9.8255
0,-6.39784,-1.75951,0.353862,0.572004,0.306896
0,-7.0766,-2.41948,0.0937501,0.956153,3.86541
0,-inf,-3.96927,0.0155912,0.0650686,7.51048
0,-5.00077,-0.590542,0.124646,0.556311,5.01974
0,-4.27383,-0.0768433,0.359373,0.588342,5.14339
0,-3.04756,-0.521601,0.84394,0.354287,3.6532
0,-2.34204,-1.08141,0.778686,0.0994772,3.55348
0,-5.69455,-1.05319,0.279487,0.433749,0.73409
0,-4.08089,-0.601683,0.287336,0.29,8.20329
0,-5.92692,-2.13355,0.685765,0.951669,1.22667
0,-4.49221,-0.81292,0.842047,0.733354,2.21051
0,-2.4458,-0.119529,0.58538,0.348029,3.64153
0,-3.53102,-1.05317,0.533093,0.921451,3.95696
0,-inf,-2.92245,0.975379,0.858405,8.16837
0,-7.6487,-3.0931,0.0177156,0.874224,5.29747
0,-inf,-3.21077,0.0517765,0.0827927,0.676253
0,-5.27961,-1.45296,0.750814,0.684695,0.532911
0,-inf,-3.42306,0.836263,0.187438,9.86362
0,-inf,-0.972841,0.731985,0.0968815,4.64575
0,-inf,-3.98681,0.811512,0.97271,9.61269
0,-4.17987,-0.0137968,0.428684,0.490576,5.04509
0,-5.13818,-0.689055,0.379287,0.828503,7.73074
0,-6.72564,-1.88259,0.139541,0.607205,0.438146
0,-inf,-1.44855,0.43249,0.0692425,1.79088
0,-5.83466,-1.86377,0.939272,0.369841,0.974997
0,-7.47149,-3.05117,0.150097,0.979267,6.74013
0,-inf,-0.466643,0.774098,0.232192,4.32213
0,-inf,-1.20134,0.719535,0.879533,8.36516
0,-4.65158,-0.912075,0.827814,0.537735,1.22872
0,-4.86788,-0.477101,0.441409,0.209712,7.48645
0,-6.72472,-1.83847,0.0847824,0.860727,1.52295
0,-7.40588,-2.4313,0.0437884,0.188861,1.05965
0,-6.88939,-2.20475,0.333564,0.287936,0.228702
0,-inf,-1.46849,0.308551,0.0544268,4.02516
0,-6.42483,-1.77759,0.363968,0.626396,0.308707
0,-inf,-2.34572,0.54473,0.153378,9.72558
0,-4.06685,-1.4098,0.951825,0.579461,3.43808
0,-4.65285,-1.06662,0.447054,0.272869,9.22476
0,-inf,-0.473981,0.745362,0.211473,5.86109
0,-5.54083,-1.61998,0.928715,0.420465,1.09203
0,-4.9849,-0.55082,0.165182,0.682371,3.5464
0,-5.36224,-0.905066,0.475705,0.886204,7.52027
0,-4.74915,-0.379792,0.377936,0.22794,2.98228
0,-5.05854,-2.72176,0.195755,0.0769163,9.56258
0,-4.4498,-0.181787,0.272356,0.552285,3.9217
0,-inf,-2.04231,0.637433,0.0317739,6.50705
0,-5.15234,-1.46724,0.397394,0.845271,9.26662
0,-6.39866,-1.62405,0.0624258,0.213754,2.15647
0,-7.21201,-2.54118,0.0276773,0.127313,4.42696
0,-4.33729,-0.113198,0.43912,0.317442,4.28952
0,-3.80163,-1.07548,0.899415,0.212141,3.19327
0,-inf,-1.44986,0.841513,0.898065,7.74278
0,-4.61796,-0.299905,0.427726,0.62766,7.78229
0,-4.88592,-1.19394,0.195478,0.817643,8.62654
0,-inf,-0.379609,0.644614,0.375369,7.99561
0,-inf,-2.32921,0.885878,0.731085,9.61902
0,-4.51747,-0.880991,0.514935,0.542657,0.762566
0,-inf,-0.533628,0.575693,0.680059,8.43053
0,-inf,-0.567296,0.503237,0.137279,4.20931
0,-4.04185,-0.491863,0.646797,0.322079,1.69629
0,-inf,-0.931798,0.855346,0.157805,4.88988
0,-3.99424,-0.554134,0.332621,0.658538,8.37989
0,-inf,-0.741036,0.722492,0.723191,8.49515
0,-5.89342,-1.98891,0.141375,0.857513,9.26149
0,-inf,-5.58057,0.990312,0.0428978,0.885708
0,-inf,-0.432123,0.719965,0.789406,5.09715
0,-8.72018,-4.51006,0.974607,0.932826,0.440504
0,-inf,-1.39315,0.837115,0.104663,2.1336
0,-inf,-1.60236,0.590036,0.113551,9.20907
0,-inf,-0.601873,0.698997,0.846229,5.12561
0,-3.79635,-0.422756,0.477472,0.560257,8.40033
0,-5.75981,-1.11852,0.348019,0.683291,0.689387
0,-5.43413,-0.893173,0.144727,0.174227,5.69951
0,-8.34846,-3.69364,0.212058,0.184261,0.0951765
0,-7.89127,-2.90294,0.0312937,0.174452,0.946157
0,-4.9325,-1.17649,0.68762,0.869929,1.37554
0,-5.4516,-0.898034,0.293718,0.858066,2.16766
0,-4.83478,-0.420136,0.319747,0.665467,2.06996
0,-4.33105,-0.0972405,0.44928,0.536728,3.09742
0,-7.70892,-4.21973,0.212027,0.163074,9.92706
0,-8.61624,-4.04337,0.0138591,0.935236,3.23416
0,-4.9054,-1.30867,0.641545,0.928708,2.6458
0,-3.2427,-0.660924,0.864867,0.643409,3.11173
0,-5.18134,-1.38295,0.86465,0.885031,2.52609
0,-inf,-0.768178,0.57076,0.144009,7.77048
0,-inf,-0.221057,0.51258,0.265491,6.40708
0,-4.37339,-0.129936,0.315421,0.420629,3.98026
0,-4.70743,-1.11339,0.430932,0.759825,9.19269
0,-3.29904,-1.96441,0.824953,0.0460042,3.11056
0,-inf,-1.54271,0.945218,0.525609,8.13005
0,-6.3355,-1.80107,0.0338988,0.338695,5.91609
0,-6.6043,-2.45317,0.905748,0.872379,0.606898
0,-inf,-1.28055,0.912386,0.823799,6.38328
0,-5.48272,-1.08807,0.403877,0.923656,4.28673
0,-5.53271,-1.01811,0.397572,0.886942,7.92085
0,-5.12193,-1.38426,0.106832,0.555043,8.96092
0,-3.25718,-0.688282,0.872802,0.684649,3.83115
0,-inf,-0.176256,0.591159,0.720922,5.10719
0,-5.2548,-0.75339,0.149691,0.209189,4.55494
0,-inf,-2.37645,0.823692,0.0440426,1.41194
0,-4.76709,-0.410214,0.234487,0.738359,4.31185
0,-6.56214,-2.48704,0.954872,0.852073,1.17966
0,-4.55575,-0.232997,0.378026,0.41403,2.43462
0,-5.0608,-0.583161,0.489881,0.725552,1.49884
0,-3.87382,-0.390091,0.543346,0.60638,1.68858
0,-5.99443,-1.27284,0.201461,0.569026,0.677734
0,-inf,-0.840004,0.555268,0.110312,7.04034
0,-4.18483,-0.0180369,0.425372,0.513734,5.25809
0,-4.86057,-1.08881,0.653576,0.191704,0.978992
0,-2.93328,-0.480715,0.67626,0.813044,3.78915
0,-3.66279,-1.6359,0.299216,0.0634149,8.13689
0,-7.12199,-3.17645,0.924767,0.965437,1.66946
0,-5.02224,-0.543879,0.320587,0.538513,1.41866
0,-4.87556,-1.21315,0.0891919,0.489521,8.34238
0,-5.60505,-1.05997,0.0855655,0.747143,4.66877
0,-6.01713,-1.30131,0.0810521,0.615965,1.65779
0,-8.54763,-4.28199,0.267616,0.740556,0.0517861
0,-5.60265,-1.05016,0.179838,0.113713,4.56459
0,-5.88291,-1.17947,0.110221,0.767043,1.98366
0,-inf,-1.98771,0.974074,0.553634,5.27014
0,-inf,-0.700618,0.859379,0.242752,4.73676
0,-inf,-2.22469,0.880193,0.950851,7.25548
0,-4.08978,-0.528127,0.624361,0.357352,1.45516
0,-inf,-0.548274,0.78047,0.763976,6.62834
0,-5.45581,-1.73097,0.277754,0.77415,9.52989
0,-5.20067,-0.665227,0.180074,0.30019,2.31181
0,-6.46249,-1.6562,0.185158,0.33573,0.487686
0,-7.30414,-3.24041,0.0398617,0.141827,9.43701
0,-inf,-2.40874,0.860589,0.0561829,1.12423
0,-4.8386,-1.11477,0.92065,0.363583,2.49739
0,-7.06317,-2.59424,0.0180626,0.608337,7.17773
0,-7.61322,-3.48469,0.00843098,0.386778,4.69658
0,-6.47006,-2.34612,0.942909,0.161608,0.937453
0,-4.87599,-1.13292,0.652932,0.860306,1.28556
0,-4.27521,-0.0760629,0.361503,0.528802,5.90321
0,-5.47427,-0.87045,0.395164,0.244854,1.06155
0,-5.35099,-0.831512,0.126018,0.223646,5.44153
0,-4.68248,-0.352958,0.398387,0.730273,7.32248
0,-3.33767,-1.31807,0.396787,0.0940865,8.49136
0,-inf,-2.10348,0.204152,0.0356774,5.81614
0,-9.29858,-4.24117,0.0207291,0.127396,0.423667
0,-4.26998,-0.0684678,0.352426,0.530354,4.36494
0,-6.94468,-2.01398,0.0690662,0.314716,0.751478
0,-inf,-5.48092,0.986296,0.953968,9.44203
0,-6.33342,-2.51795,0.226892,0.170224,9.72896
0,-4.92052,-0.471397,0.315641,0.288309,2.07759
0,-3.60115,-0.207049,0.680299,0.507182,2.78233
0,-4.6338,-0.287782,0.29139,0.580047,2.61687
0,-6.23729,-1.53025,0.284842,0.661863,0.449019
0,-4.43024,-0.852589,0.561928,0.874213,2.27998
0,-6.53529,-1.83369,0.23278,0.939608,1.73211
0,-4.21962,-0.035718,0.39716,0.46521,4.43928
0,-inf,-1.91199,0.955201,0.149448,4.26428
0,-5.96891,-1.31502,0.495873,0.72514,0.542655
0,-7.92177,-4.07948,0.949974,0.978103,1.72216
0,-6.15135,-1.504,0.33589,0.534245,0.399841
0,-inf,-0.28621,0.577365,0.224907,5.91868
0,-3.343,-0.737517,0.869668,0.265538,3.78309
0,-5.67897,-1.84553,0.100591,0.889069,8.30328
0,-5.8449,-1.21002,0.113047,0.83594,6.98744
0,-5.52813,-0.976528,0.120981,0.803269,6.16469
0,-5.87196,-1.16162,0.188863,0.588332,0.827867
0,-inf,-2.19854,0.0804708,0.0960627,1.38591
0,-4.39435,-0.154752,0.290211,0.586818,5.52789
0,-inf,-1.40971,0.316851,0.056515,5.49226
0,-inf,-3.80701,0.853901,0.603541,9.91555
0,-inf,-1.48798,0.876242,0.191759,8.77881
0,-inf,-2.15449,0.97594,0.637815,6.17323
0,-4.46407,-0.874658,0.241225,0.197442,8.22396
0,-5.17953,-0.791571,0.388557,0.889978,4.10785
0,-inf,-2.96037,0.113708,0.061507,0.584449
0,-5.53116,-1.61033,0.76747,0.839157,0.707966
0,-3.29265,-1.28329,0.295918,0.091425,8.03388
0,-4.30983,-0.101831,0.393821,0.611515,6.14411
0,-8.51323,-4.7135,0.0171411,0.266323,9.77033
0,-inf,-2.77578,0.852235,0.0447407,9.07014
0,-6.22568,-1.73779,0.349953,0.951317,7.49511
0,-6.45016,-1.59863,0.163909,0.863358,1.09802
0,-inf,-0.651976,0.874836,0.334646,4.22741
0,-5.78127,-1.99344,0.0481005,0.557466,8.86695
0,-4.28628,-0.0805857,0.496279,0.454938,6.67598
