# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = gpa_model
# start_datetime = 2023-01-12 14:36:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2912102498 (Default)
# output
#   file = examples\gpa\gpaMCMC20k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,nationality,perfect,gpa
-4.77563,0.833115,0.154407,2,6,1,5.44389,0.893465,0.792433,0.571251
-3.48704,0.75,0.154407,2,4,1,6.548,0.833689,0.792408,1.59598
-2.78442,0.749838,0.154407,2,4,1,5.06731,0.923971,0.812711,3.0635
-2.78442,0,0.154407,0,1,1,4.45957,0.923971,0.812711,3.0635
-2.08174,0.426146,0.154407,4,27,1,4.61875,0.29247,0.492915,4.05767
-2.32523,0.665666,0.154407,1,3,1,4.01008,0.212047,0.425656,3.96719
-2.48047,0.927062,0.154407,3,14,1,3.26008,0.676908,0.362184,2.09617
-2.18689,0.998763,0.154407,3,15,0,3.87855,0.614653,0.424972,2.63275
-1.07516,0.5,0.154407,1,2,1,2.92237,0.564514,0.35096,3.39302
-1.36495,0.831437,0.154407,2,6,1,1.61516,0.695552,0.263911,3.53011
-2.46889,0.849712,0.154407,2,7,1,3.46995,0.791205,0.0921681,3.43039
-2.56091,0.49971,0.154407,1,2,1,2.96012,0.826134,0.0935211,3.70919
-2.96204,0.665188,0.154407,1,3,1,3.86952,0.850725,0.0684685,3.77029
-2.96204,0,0.154407,0,1,1,3.63164,0.850725,0.0684685,3.77029
-2.84063,0.499997,0.154407,1,2,1,4.17576,0.869873,0.0939764,3.35295
-2.48141,0.833328,0.154407,2,6,1,2.95081,0.834355,0.115976,3.18642
-2.90587,0.422931,0.154407,2,5,1,7.40403,0.764691,0.190659,2.69801
-1.2227,0.899965,0.154407,3,10,1,2.15428,0.713921,0.520105,3.06303
-2.66607,0.313458,0.154407,2,7,1,4.35576,0.536164,0.242691,1.87123
-2.49881,0.666667,0.154407,1,3,1,3.91988,0.572424,0.223708,2.61985
-2.9084,0.498016,0.154407,1,2,1,4.47252,0.562714,0.165243,2.01259
-2.9084,0,0.154407,0,1,1,5.18959,0.562714,0.165243,2.01259
-2.38497,0.909027,0.154407,3,11,1,3.31079,0.603101,0.521639,1.90451
-2.59594,0.950681,0.154407,4,21,1,3.15478,0.229409,0.24675,6.51761
-2.5207,0.666667,0.154407,1,3,1,5.50036,0.339396,0.189207,6.27416
-2.22084,0.999919,0.154407,3,7,0,2.58565,0.415252,0.249545,6.06574
-2.15087,0.875,0.154407,3,8,1,2.26764,0.373436,0.289595,5.90691
-2.11452,0.5,0.154407,1,2,1,3.50549,0.478381,0.270028,5.67988
-2.04375,0.856693,0.154407,2,7,1,2.2703,0.47478,0.301405,5.57282
-2.96841,0.999423,0.154407,3,15,0,3.37503,0.176721,0.617167,9.41598
-3.19938,0.874116,0.154407,3,8,1,4.39539,0.10785,0.468213,9.3286
-3.14491,0.747746,0.154407,3,9,1,4.99247,0.0986303,0.363904,9.15938
-3.07648,0.899974,0.154407,3,10,1,3.6144,0.0637517,0.387279,8.60839
-2.09726,0.670926,0.154407,4,23,0,5.4033,0.314224,0.376913,5.85793
-2.45534,0.887814,0.154407,3,9,1,3.1664,0.458585,0.183464,3.61332
-3.7474,0.991629,0.154407,4,15,0,4.2623,0.699545,0.448563,0.476214
-4.75265,0.921366,0.154407,3,13,1,5.41149,0.422515,0.177664,0.24822
-3.42505,1,0.154407,4,15,0,5.29101,0.43698,0.150714,1.17056
-2.987,0.799894,0.154407,2,5,1,3.86695,0.363573,0.177562,1.82619
-2.7841,0.666215,0.154407,1,3,1,4.21506,0.389507,0.243452,1.69955
-2.85098,0.666394,0.154407,1,3,1,5.93191,0.306241,0.346679,1.39571
-2.98314,0.874176,0.154407,3,8,1,3.8321,0.341052,0.141268,2.46469
-2.01862,0.940849,0.154407,4,17,1,2.85199,0.320731,0.788775,8.39659
-2.24992,0.664868,0.154407,1,3,1,4.64113,0.401613,0.771912,8.97937
-3.5247,0.74735,0.154407,3,9,1,3.96683,0.353006,0.719634,9.759
-2.29136,0.509078,0.154407,4,29,1,5.19034,0.249777,0.3192,4.59269
-2.31359,0.998334,0.154407,4,15,0,2.77824,0.25598,0.815929,8.50424
-2.33446,0.820064,0.154407,3,7,0,3.40879,0.278607,0.606527,7.19219
-2.44457,0.999201,0.154407,3,7,0,2.53162,0.237936,0.624999,7.14101
-2.95602,0.953292,0.154407,4,22,1,3.06965,0.821935,0.479815,1.72004
-2.22402,0.928084,0.154407,3,14,1,3.66314,0.365718,0.278488,3.66145
-2.95113,0.74657,0.154407,2,4,1,3.92587,0.381234,0.100619,4.28635
-2.77573,0.749426,0.154407,2,4,1,5.29008,0.416524,0.146267,7.1143
-2.49279,0.832807,0.154407,2,6,1,3.27209,0.382428,0.173438,5.76188
-1.5517,0.908578,0.154407,3,11,1,2.45049,0.299227,0.449997,8.15919
-2.65356,0.574969,0.154407,4,15,0,3.32243,0.134378,0.193015,8.27195
-2.36113,0.766848,0.154407,2,7,1,3.18625,0.214498,0.212608,8.56358
-2.95638,0.57938,0.154407,4,15,0,3.36828,0.19455,0.209839,9.19956
-3.1319,0.794866,0.154407,3,11,1,4.02066,0.238202,0.282505,9.54266
-2.53198,0.833333,0.154407,2,6,1,4.61822,0.316094,0.485534,9.42536
-2.67065,0.665837,0.154407,1,3,1,4.77259,0.235001,0.576313,9.38178
-2.09055,0.818892,0.154407,3,9,1,3.35029,0.141644,0.452325,8.14655
-2.96704,0.67415,0.154407,3,11,1,4.78491,0.0881053,0.243612,8.4948
-3.53628,0.572269,0.154407,4,31,0,5.68414,0.173925,0.893424,6.92693
-3.58388,0.960665,0.154407,4,27,1,5.86663,0.137923,0.850209,7.58115
-2.79043,0.922981,0.154407,3,13,1,4.8111,0.115399,0.446769,4.18313
-3.80552,0.887331,0.154407,3,9,1,4.02004,0.0514502,0.274148,3.5539
-4.02315,0.999676,0.154407,3,7,0,4.22365,0.0366926,0.331096,3.5377
-3.58462,0.928559,0.154407,3,14,1,4.68035,0.0672547,0.316057,2.86973
-3.68881,0.915778,0.154407,3,12,1,4.71699,0.142051,0.126635,7.53992
-4.11676,0.832151,0.154407,2,6,1,6.61607,0.0428424,0.109547,8.16413
-3.88556,0.766883,0.154407,2,7,1,5.29791,0.0618931,0.111976,8.45177
-3.45125,0.681513,0.154407,3,15,1,7.12423,0.0693285,0.421247,7.20092
-3.92685,0.886518,0.154407,3,9,1,6.00104,0.0581444,0.182694,4.05056
-3.65821,0.6658,0.154407,1,3,1,5.6499,0.0575004,0.268451,4.1176
-3.87823,0.927846,0.154407,3,14,1,4.10648,0.0657581,0.212387,2.79333
-2.53766,0.830759,0.154407,2,6,1,6.95656,0.202299,0.35295,3.11577
-4.34637,0.951658,0.154407,4,31,1,6.41184,0.0937898,0.656843,9.74474
-4.28931,0.888655,0.154407,3,9,1,6.21387,0.206559,0.408946,9.87098
-2.22513,0.833722,0.154407,4,15,0,4.4934,0.27231,0.607513,9.07271
-7.21862,0.966066,0.154407,3,15,0,10.918,0.0252039,0.83937,9.91794
-6.19326,0.941003,0.154407,4,17,1,8.31328,0.0194765,0.517486,9.83981
-3.74939,0.917195,0.154407,3,15,0,7.7627,0.0453414,0.519481,9.12165
-4.87842,0.515053,0.154407,4,27,1,7.6606,0.0568575,0.90863,7.81225
-4.13547,1,0.154407,4,15,0,6.66912,0.0999382,0.921314,5.6863
-3.66024,0.908475,0.154407,3,11,1,6.33825,0.0781942,0.819714,4.07869
-3.18712,0.874081,0.154407,3,8,1,5.17597,0.120912,0.797675,4.0356
-2.62725,0.874968,0.154407,3,8,1,3.3669,0.220369,0.774927,4.06195
-3.80919,0.99486,0.154407,4,15,0,4.23067,0.0411973,0.15768,8.07517
-2.49451,0.539006,0.154407,4,15,0,5.16448,0.332319,0.598289,1.91414
-2.03989,0.79958,0.154407,2,5,1,3.40991,0.419557,0.496155,3.09238
-3.49756,0.996588,0.154407,4,23,0,3.76199,0.75728,0.628813,0.763949
-3.49961,0.909083,0.154407,3,11,1,3.83568,0.78087,0.590135,0.792746
-3.32934,0.833153,0.154407,2,6,1,4.44424,0.872499,0.668115,1.76272
-2.78591,0.962959,0.154407,4,27,1,4.15005,0.505455,0.22915,1.67847
-2.39514,0.93333,0.154407,3,15,1,3.12008,0.268931,0.275891,3.66186
-1.15687,0.927364,0.154407,3,14,1,2.72303,0.589293,0.336118,3.10816
-2.20983,0.677253,0.154407,3,9,1,2.85844,0.28818,0.374431,3.52861
-2.26377,0.999942,0.154407,4,15,0,2.31369,0.269403,0.342585,3.7556
-4.28552,0.990053,0.154407,4,15,0,4.87809,0.85725,0.851363,0.986259
-3.34787,0.999999,0.154407,4,15,0,5.16295,0.617056,0.395493,0.666823
-3.23305,0.998669,0.154407,4,15,0,4.34138,0.705447,0.793899,1.33931
-2.40811,0.999646,0.154407,4,15,0,3.66908,0.439276,0.685141,2.16013
-3.46643,0.830407,0.154407,2,6,1,4.03087,0.37944,0.823821,1.01724
-2.52453,0.8,0.154407,2,5,1,5.32936,0.534829,0.701646,1.89826
-2.61272,0.954077,0.154407,4,22,1,3.37246,0.343473,0.28359,2.00118
-2.93893,0.998618,0.154407,3,7,0,2.96266,0.283409,0.247224,1.68372
-3.26885,0.914427,0.154407,3,12,1,5.09677,0.771043,0.171169,1.86832
-4.3358,0.745568,0.154407,2,4,1,6.59262,0.848892,0.216534,0.642925
-6.30244,0.946303,0.154407,4,19,1,7.31238,0.744971,0.749733,0.0516528
-2.60412,0.958328,0.154407,4,24,1,6.07787,0.253677,0.640424,9.33112
-2.39663,0.8,0.154407,2,5,1,2.99133,0.349217,0.583813,9.35154
-2.01805,0.884678,0.154407,3,11,0,3.31347,0.37614,0.584502,9.05216
-1.751,0.582561,0.154407,4,19,1,2.17912,0.342311,0.559299,8.67306
-2.57782,0.745967,0.154407,2,4,1,4.7829,0.14585,0.677917,8.83791
-3.01413,0.562046,0.154407,4,21,1,4.58992,0.18272,0.831496,3.75964
-3.01629,0.999961,0.154407,2,3,0,3.06078,0.184571,0.83749,3.95734
-2.29447,0.940876,0.154407,4,17,1,3.83541,0.297397,0.454293,2.64665
-3.70693,0.998115,0.154407,4,15,0,4.19607,0.0911493,0.534857,9.54063
-3.99343,0.998715,0.154407,3,7,0,4.46459,0.0639459,0.595963,9.50491
-4.21134,0.999466,0.154407,1,3,0,4.30568,0.057899,0.597712,9.56524
-4.92005,0.540785,0.154407,4,31,1,7.69897,0.0203797,0.81588,5.8143
-3.61255,0.857143,0.154407,2,7,1,7.48527,0.0546676,0.459064,6.99349
-3.18155,0.899975,0.154407,3,10,1,4.18188,0.105698,0.310186,7.11449
-3.07027,0.999666,0.154407,4,15,0,3.76712,0.239464,0.109688,8.92437
-3.5754,0.747477,0.154407,2,4,1,5.54188,0.100071,0.0949526,8.41883
-4.05745,0.7477,0.154407,2,4,1,7.10876,0.103797,0.279845,9.64829
-3.05788,0.874922,0.154407,3,8,1,4.59553,0.293128,0.159304,9.33255
-2.23918,0.730065,0.154407,3,13,1,4.29556,0.307301,0.29473,5.95942
-2.37501,0.998746,0.154407,4,15,0,2.90761,0.602056,0.509791,1.92349
-3.16624,0.999163,0.154407,3,15,0,4.63226,0.21331,0.171603,7.70662
-3.50903,0.49884,0.154407,1,2,1,5.75278,0.155125,0.128522,7.14796
-1.49777,0.999972,0.154407,4,15,0,2.71787,0.589542,0.799375,3.05035
-3.15477,0.423775,0.154407,4,16,1,3.51714,0.303202,0.110887,7.12722
-3.15477,0,0.154407,0,1,1,4.36368,0.303202,0.110887,7.12722
-3.64587,0.936887,0.154407,4,16,1,4.74002,0.0609206,0.59614,9.24609
-7.92751,0.507652,0.154407,4,29,1,8.99153,0.0140961,0.926841,0.398645
-7.06244,0.999932,0.154407,3,7,0,8.15814,0.0311469,0.930295,0.458847
-2.59977,0.99994,0.154407,4,15,0,6.98596,0.0945197,0.664013,8.26905
-3.67383,0.326779,0.154407,3,9,1,6.03063,0.067866,0.568517,7.94032
-6.90429,0.985555,0.154407,4,15,0,7.92305,0.0397952,0.98855,3.65847
-6.26613,0.999962,0.154407,4,15,0,7.08047,0.0630965,0.986941,5.26284
-6.57749,0.933333,0.154407,3,15,1,7.49918,0.158126,0.995187,3.21701
-4.707,0.908967,0.154407,3,11,1,8.45947,0.101793,0.95417,3.44737
-2.51111,0.9,0.154407,3,10,1,5.35806,0.198235,0.650946,6.58781
-2.08304,0.666667,0.154407,1,3,1,6.024,0.313263,0.562213,6.21557
-2.62757,0.997437,0.154407,4,15,0,2.80284,0.147955,0.371263,4.33202
-2.03254,0.940461,0.154407,4,17,1,2.55432,0.902986,0.43141,3.39606
-2.17801,0.498831,0.154407,1,2,1,4.71496,0.90895,0.303868,3.90539
-2.20942,0.5,0.154407,1,2,1,3.93265,0.919364,0.402368,3.46741
-4.70006,0.318457,0.154407,3,8,1,5.21768,0.918466,0.228094,0.745333
-4.42891,0.665679,0.154407,1,3,1,6.53898,0.918316,0.329736,0.780358
-5.3737,0.907804,0.154407,3,11,1,6.33991,0.939766,0.686876,0.396596
-5.54929,0.999522,0.154407,3,7,0,5.70794,0.945182,0.716931,0.384774
-5.867,0.749332,0.154407,2,4,1,9.48227,0.935847,0.236741,0.268181
-5.51275,0.99982,0.154407,3,7,0,6.10875,0.901986,0.196288,0.298202
-2.68639,1,0.154407,5,31,0,4.51308,0.180555,0.72177,9.07
-2.38783,0.777716,0.154407,3,13,1,3.32382,0.154296,0.518533,8.82495
-2.47316,0.622522,0.154407,4,15,0,2.70187,0.18385,0.483892,9.08931
-2.92979,0.898834,0.154407,3,10,1,3.2776,0.107248,0.370524,9.02514
-2.83533,0.622572,0.154407,4,15,0,3.63978,0.193779,0.457175,9.40798
-1.86595,1,0.154407,3,7,0,2.88478,0.348557,0.413279,8.82887
-2.29017,0.45192,0.154407,4,18,1,4.329,0.386738,0.429539,9.3117
-2.73586,0.788135,0.154407,4,15,0,3.34751,0.339312,0.145823,9.05683
-2.77871,0.857087,0.154407,2,7,1,3.39449,0.315211,0.121485,8.88334
-3.96254,0.852027,0.154407,2,7,1,4.64688,0.162826,0.0557383,8.9051
-4.16873,0.665944,0.154407,1,3,1,5.96527,0.181424,0.0643917,9.31721
-4.20473,0.857081,0.154407,2,7,1,4.50363,0.206849,0.0458605,9.16556
-5.52824,0.996657,0.154407,3,7,0,5.5769,0.110375,0.0298753,9.45693
-5.37706,0.857106,0.154407,2,7,1,5.95403,0.0816694,0.0328539,9.22681
-5.71935,0.874749,0.154407,3,8,1,6.027,0.0968046,0.029885,9.49857
-7.89082,0.997003,0.154407,3,7,0,8.37061,0.102632,0.007486,9.79463
-8.34555,0.833196,0.154407,2,6,1,9.72652,0.10952,0.00734299,9.87557
-7.99549,0.899936,0.154407,3,10,1,9.44541,0.0984669,0.0198426,9.92767
-7.08917,0.933333,0.154407,3,15,1,8.37134,0.108422,0.023636,9.86051
-5.81855,0.857143,0.154407,2,7,1,7.43986,0.118396,0.028474,9.60582
-5.41259,0.875,0.154407,3,8,1,8.08585,0.199326,0.0872884,9.86925
-3.01325,0.792195,0.154407,4,15,0,6.08132,0.112297,0.186835,8.61465
-2.96089,0.666646,0.154407,1,3,1,5.35484,0.118415,0.269336,8.96599
-3.02907,0.999386,0.154407,3,7,0,3.43333,0.0805355,0.331501,8.76278
-3.28943,0.601446,0.154407,4,20,1,6.73003,0.128984,0.541181,1.58856
-3.06129,0.875,0.154407,3,8,1,5.59725,0.842932,0.768875,2.7423
-1.14791,0.999035,0.154407,4,15,0,2.57113,0.567728,0.681395,3.24194
-4.70348,0.362289,0.154407,4,15,0,4.77576,0.580363,0.825781,0.265746
-5.54999,0.940608,0.154407,4,18,1,7.37525,0.092214,0.985231,8.64132
-7.16494,0.750769,0.154407,4,15,0,8.02605,0.158359,0.998071,8.7302
-5.95575,0.77381,0.154407,3,10,1,7.66977,0.310882,0.994721,9.06542
-5.77613,0.74907,0.154407,2,4,1,7.34989,0.237676,0.993314,8.93955
-5.36791,0.767044,0.154407,2,7,1,7.16691,0.146492,0.991323,8.0078
-7.15841,0.496825,0.154407,2,7,1,7.89983,0.0962453,0.995054,7.61122
-5.85682,0.916667,0.154407,3,12,1,6.8711,0.11185,0.989435,8.85582
-5.77153,0.807288,0.154407,3,15,1,6.61946,0.110771,0.983153,9.23981
-4.50276,0.731633,0.154407,3,13,1,6.77705,0.0793816,0.919184,9.18243
-5.12544,0.9972,0.154407,2,7,0,6.02142,0.0633732,0.93448,9.35701
-4.11288,1,0.154407,3,7,0,5.18359,0.100046,0.894433,9.23325
-3.93158,0.711967,0.154407,3,10,1,4.65138,0.152767,0.940321,8.88154
-2.44072,0.570417,0.154407,4,23,1,7.23513,0.613339,0.939957,3.97014
-2.44072,0,0.154407,0,1,1,4.18606,0.613339,0.939957,3.97014
-2.15837,0.5,0.154407,1,2,1,3.51311,0.648157,0.915052,3.98629
-2.15837,0,0.154407,0,1,1,5.81142,0.648157,0.915052,3.98629
-2.15837,0,0.154407,0,1,1,3.4191,0.648157,0.915052,3.98629
-2.40236,0.498861,0.154407,1,2,1,3.3666,0.664878,0.924157,3.0814
-2.40236,0.3693,0.154407,4,15,0,2.77267,0.664878,0.924157,3.0814
-2.40236,0,0.154407,0,1,1,5.65509,0.664878,0.924157,3.0814
-3.45101,0.420346,0.154407,2,5,1,3.97186,0.696391,0.915461,2.62959
-2.24159,0.927856,0.154407,3,15,1,5.72862,0.381657,0.757527,4.30745
-4.74229,0.984694,0.154407,4,15,0,5.11193,0.016831,0.69667,4.74067
-6.22356,0.949792,0.154407,4,21,1,6.36031,0.00920704,0.897459,3.82172
-3.50293,0.899374,0.154407,3,10,1,9.0681,0.0402865,0.550712,8.66353
-2.5848,0.664454,0.154407,4,15,0,4.63045,0.158621,0.654297,4.86108
-2.41033,0.856961,0.154407,2,7,1,3.33777,0.185491,0.604452,5.37977
-5.03366,0.85945,0.154407,3,8,1,7.85345,0.0553138,0.529643,0.528391
-6.29858,0.998108,0.154407,3,7,0,6.45104,0.0273103,0.688873,0.334152
-7.23,0.999332,0.154407,3,7,0,7.57673,0.0158154,0.602623,0.19831
-5.15186,0.92027,0.154407,3,13,1,9.00365,0.134826,0.926345,0.789677
-4.40734,0.947259,0.154407,4,19,1,6.05933,0.230003,0.968194,3.37134
-4.78756,0.832427,0.154407,2,6,1,5.55366,0.179115,0.973287,3.21049
-6.29737,0.93196,0.154407,3,15,1,6.74156,0.100872,0.990762,6.67978
-5.09807,0.928561,0.154407,3,14,1,6.72678,0.0899875,0.967811,6.02727
-3.87743,0.88882,0.154407,3,9,1,5.47215,0.271914,0.952461,6.37966
-3.32562,0.96076,0.154407,4,27,1,4.63729,0.150476,0.888367,8.81676
-4.46191,0.747228,0.154407,4,15,0,5.45613,0.146474,0.867564,9.69515
-3.25511,0.833333,0.154407,2,6,1,6.1959,0.229089,0.720305,9.58382
-4.50044,0.400424,0.154407,4,28,1,7.88001,0.122353,0.795256,0.681531
-3.83518,0.933263,0.154407,3,15,1,5.39802,0.103978,0.717021,1.31557
-2.47903,0.999904,0.154407,4,15,0,4.24815,0.337468,0.260878,7.35717
-2.52095,0.899955,0.154407,3,10,1,2.73584,0.381091,0.194251,6.79598
-2.16423,0.799386,0.154407,2,5,1,3.49827,0.219846,0.314815,8.68523
-1.87192,0.8,0.154407,2,5,1,2.5428,0.381181,0.332565,8.76717
-2.16887,0.831483,0.154407,2,6,1,3.08941,0.403722,0.337999,9.14647
-1.81582,0.453466,0.154407,3,15,0,3.07859,0.399141,0.3664,8.77484
-2.62292,0.538199,0.154407,3,9,1,3.56069,0.23104,0.433438,7.89161
-2.20863,1,0.154407,4,15,0,2.85181,0.434551,0.486498,2.3346
-2.13159,0.932204,0.154407,3,15,1,2.79461,0.26674,0.57007,4.50091
-2.12661,0.923069,0.154407,3,13,1,2.1915,0.259523,0.542035,5.06036
-0.952298,0.999999,0.154407,4,15,0,1.2203,0.533111,0.505774,3.52172
-2.70504,0.455956,0.154407,4,23,1,3.17925,0.0787507,0.373756,8.24247
-3.27216,0.897227,0.154407,3,10,1,4.40043,0.276514,0.621168,9.69429
-2.95885,0.666198,0.154407,1,3,1,7.42039,0.184895,0.580705,9.44962
-3.54441,0.664282,0.154407,1,3,1,9.62148,0.101238,0.42424,9.49652
-5.06543,0.997082,0.154407,3,7,0,5.51189,0.0558107,0.458509,9.81927
-4.44799,0.745061,0.154407,4,26,1,6.20769,0.86874,0.498874,0.428882
-4.43881,0.916581,0.154407,3,12,1,5.38106,0.606083,0.381481,0.214236
-4.79604,0.930874,0.154407,3,15,1,5.85354,0.695466,0.544325,0.159837
-5.04473,0.918955,0.154407,3,13,1,6.63815,0.745236,0.748477,0.183638
-5.12765,1,0.154407,4,15,0,6.14895,0.451301,0.354505,0.105777
-4.83745,0.748515,0.154407,2,4,1,7.52882,0.583204,0.193284,0.21372
-4.29614,0.799682,0.154407,2,5,1,5.90162,0.364078,0.369108,0.259368
-2.58821,0.999334,0.154407,4,15,0,5.14604,0.318972,0.828628,4.20215
-3.60221,0.995635,0.154407,3,7,0,3.67697,0.188056,0.922269,5.30585
-4.71994,0.831969,0.154407,2,6,1,6.31023,0.11325,0.960966,3.84604
-1.48685,0.999912,0.154407,4,15,0,4.28422,0.577698,0.194862,3.19159
-1.70806,0.83108,0.154407,2,6,1,2.38382,0.785164,0.231771,3.32571
-1.80495,0.799492,0.154407,2,5,1,2.28854,0.825509,0.248757,3.41221
-1.80495,0,0.154407,0,1,1,3.10378,0.825509,0.248757,3.41221
-3.0521,0.466717,0.154407,3,9,1,3.38293,0.74138,0.16518,2.33067
-3.0521,0,0.154407,0,1,1,4.66537,0.74138,0.16518,2.33067
-1.2596,0.75,0.154407,2,4,1,3.48531,0.604834,0.287983,3.07665
-1.80281,0.675673,0.154407,2,7,1,2.19968,0.632314,0.145136,3.00548
-1.67842,0.5,0.154407,1,2,1,2.50375,0.553966,0.152755,3.12235
-1.67842,0,0.154407,0,1,1,3.64995,0.553966,0.152755,3.12235
-1.67842,0,0.154407,0,1,1,2.66874,0.553966,0.152755,3.12235
-2.33989,0.460024,0.154407,4,23,1,3.00526,0.106032,0.53697,8.15628
-2.31673,0.477665,0.154407,3,14,1,3.03209,0.10792,0.389717,8.02642
-3.33962,0.293676,0.154407,2,5,1,5.22948,0.121764,0.205652,7.16956
-4.18246,0.998799,0.154407,4,15,0,4.5266,0.0553653,0.139118,4.20264
-3.83623,0.833231,0.154407,2,6,1,6.00298,0.0897201,0.123531,4.2247
-3.83623,0,0.154407,0,1,1,6.57861,0.0897201,0.123531,4.2247
-2.97096,0.999901,0.154407,3,7,0,3.94082,0.186528,0.176672,3.66663
-4.01558,0.929028,0.154407,3,15,1,4.74628,0.313362,0.238746,0.484604
-2.71847,0.952047,0.154407,4,21,1,6.16908,0.196473,0.425696,7.81181
-1.81425,0.666667,0.154407,1,3,1,6.47255,0.288951,0.513831,8.6496
-2.76027,0.475629,0.154407,4,23,0,4.36914,0.30533,0.506547,9.53976
-3.19812,0.833004,0.154407,2,6,1,3.85207,0.374341,0.596823,9.7259
-2.07677,0.630095,0.154407,4,18,1,4.45186,0.299313,0.604567,4.95428
-2.18863,0.927721,0.154407,3,14,1,2.41113,0.384009,0.597737,2.69868
-2.69822,0.870644,0.154407,3,8,1,3.98953,0.297955,0.464543,1.52715
-2.87463,0.927952,0.154407,3,14,1,3.47058,0.302045,0.731892,1.62998
-3.02051,0.908774,0.154407,3,11,1,3.64229,0.318288,0.82692,1.95147
-3.14784,0.908492,0.154407,3,11,1,3.50857,0.178785,0.787917,2.26212
-3.59554,0.85595,0.154407,2,7,1,4.59724,0.141028,0.828519,1.99115
-5.29951,0.905273,0.154407,3,11,1,6.28773,0.0184909,0.670821,1.45899
-4.20685,0.922642,0.154407,3,13,1,6.31098,0.025798,0.527853,3.89425
-3.54557,0.916667,0.154407,3,12,1,4.46868,0.0561945,0.510172,6.79747
-1.60144,0.875,0.154407,3,8,1,3.98963,0.296747,0.578732,8.22843
-2.79943,0.452035,0.154407,4,15,0,3.62764,0.190669,0.55311,1.99194
-2.99219,0.905629,0.154407,3,11,1,6.65787,0.291616,0.136044,7.08184
-3.38899,0.887042,0.154407,3,9,1,3.91934,0.142043,0.142551,6.53215
-2.23372,0.874783,0.154407,3,8,1,3.5097,0.425957,0.255973,9.06658
-2.06913,0.833284,0.154407,2,6,1,2.61358,0.411117,0.244415,8.82207
-3.12886,0.629191,0.154407,4,18,1,3.51903,0.524766,0.860041,1.772
-1.47952,1,0.154407,4,15,0,2.4437,0.366083,0.442478,8.21948
-1.52958,0.66659,0.154407,1,3,1,2.13571,0.426349,0.460259,8.44725
-1.66403,0.74876,0.154407,2,4,1,2.21526,0.293535,0.429526,8.35999
-2.39748,0.494261,0.154407,4,27,1,2.74707,0.418828,0.459829,9.41205
-2.23696,0.799843,0.154407,2,5,1,3.02408,0.372878,0.343487,9.18932
-2.10248,0.793277,0.154407,3,14,1,2.69276,0.37829,0.402413,9.1297
-2.3881,0.766894,0.154407,2,7,1,2.49207,0.34298,0.347259,9.28813
-2.87951,0.503496,0.154407,4,16,1,5.01306,0.163875,0.251168,3.20908
-2.71,0.899366,0.154407,3,10,1,4.53076,0.199541,0.278083,7.06142
-2.0058,0.874412,0.154407,3,8,1,4.48925,0.204512,0.477153,8.57829
-2.1991,0.579572,0.154407,4,15,0,2.63168,0.209211,0.495145,8.89035
-2.87254,0.832078,0.154407,2,6,1,3.83149,0.342195,0.41816,9.60446
-2.8199,0.833219,0.154407,2,6,1,3.12724,0.315779,0.39279,9.5546
-3.70327,0.88307,0.154407,3,9,1,4.59117,0.0764276,0.181559,9.04437
-4.14638,0.8,0.154407,2,5,1,6.60937,0.0403203,0.364415,9.30182
-5.57938,0.663529,0.154407,4,15,0,7.04523,0.00837949,0.322428,7.05066
-2.44026,0.999906,0.154407,4,15,0,5.13327,0.108035,0.456966,8.40503
-1.43772,0.75,0.154407,2,4,1,4.03541,0.387529,0.413543,8.13429
-1.43772,0.184554,0.154407,1,2,1,2.92912,0.387529,0.413543,8.13429
-1.68012,0.493937,0.154407,4,27,1,2.32809,0.423789,0.276915,8.31349
-1.68012,0,0.154407,0,1,1,3.65745,0.423789,0.276915,8.31349
-1.45413,0.665134,0.154407,1,3,1,4.51036,0.379144,0.409299,8.14641
-1.50141,0.549114,0.154407,3,7,0,1.53156,0.400935,0.41554,8.30878
-2.11567,0.817452,0.154407,3,7,0,2.15179,0.309151,0.334751,8.95924
-1.93432,0.75,0.154407,2,4,1,2.6879,0.418017,0.422559,9.00543
-1.93432,0,0.154407,0,1,1,4.82172,0.418017,0.422559,9.00543
-1.56255,0.773878,0.154407,3,10,1,2.13369,0.327147,0.570586,8.27158
