# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = prior_mix_model
# start_datetime = 2023-01-12 14:17:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\prior_mix\prior_mix.data.R
# init = 2 (Default)
# random
#   seed = 2910927698 (Default)
# output
#   file = examples\prior_mix\prior_mixMCMC.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1
-30.0675,0.915679,0.802905,1,1,0,30.073,-2.23792
-29.9951,1,0.802905,2,3,0,30.1356,-2.27148
-29.7037,0.944745,0.802905,1,3,0,30.3079,-2.79726
-29.9771,0.979678,0.802905,2,3,0,29.9772,-2.28035
-30.6087,0.813349,0.802905,1,1,0,30.6446,-2.04605
-29.739,0.908288,0.802905,1,3,0,31.108,-2.83206
-29.6673,0.980067,0.802905,2,7,0,29.8884,-2.51252
-29.8257,0.929612,0.802905,1,3,0,30.0792,-2.89926
-29.8583,0.998209,0.802905,2,3,0,29.8855,-2.92055
-29.7318,1,0.802905,1,1,0,29.8367,-2.82551
-30.26,0.937836,0.802905,2,3,0,30.3896,-3.11163
-30.1482,1,0.802905,2,3,0,30.2953,-3.0668
-29.6282,0.983459,0.802905,1,3,0,30.3283,-2.61495
-30.0457,0.924739,0.802905,2,3,0,30.2521,-2.24767
-30.6969,0.932781,0.802905,2,3,0,30.7503,-2.02059
-29.8089,1,0.802905,2,3,0,30.5113,-2.88758
-30.7418,0.774746,0.802905,2,3,0,31.8802,-3.27052
-30.2431,1,0.802905,1,1,0,30.6864,-3.10514
-29.6882,0.986625,0.802905,1,3,0,30.2438,-2.77935
-29.7767,0.983578,0.802905,1,1,0,29.7769,-2.86368
-29.8,0.985819,0.802905,2,3,0,29.9773,-2.88123
-29.8399,0.993302,0.802905,1,1,0,29.8612,-2.90871
-29.6663,0.982075,0.802905,1,3,0,30.0436,-2.51395
-29.7301,0.963707,0.802905,1,3,0,29.8971,-2.8239
-29.7486,0.966824,0.802905,1,3,0,30.0244,-2.42426
-29.7802,0.927559,0.802905,1,3,0,30.1529,-2.86637
-29.6309,0.993632,0.802905,1,3,0,29.843,-2.59672
-29.879,0.948408,0.802905,1,3,0,29.9118,-2.33332
-29.633,1,0.802905,1,3,0,29.8459,-2.58702
-29.6919,0.992461,0.802905,2,3,0,29.692,-2.78379
-30.6496,0.847341,0.802905,1,3,0,30.944,-3.24323
-29.6476,0.992593,0.802905,2,7,0,30.4399,-2.5469
-29.8381,0.972806,0.802905,2,7,0,29.8381,-2.90758
-30.0596,0.96593,0.802905,1,1,0,30.0607,-3.02776
-29.6517,1,0.802905,2,3,0,29.9698,-2.53865
-29.6726,0.987666,0.802905,2,3,0,29.7448,-2.50473
-29.7741,0.991209,0.802905,2,3,0,29.7748,-2.40351
-29.6775,1,0.802905,1,1,0,29.75,-2.49805
-29.7169,0.989772,0.802905,1,1,0,29.7226,-2.45326
-29.7517,0.990644,0.802905,1,1,0,29.7677,-2.42156
-30.1289,0.959958,0.802905,2,3,0,30.1307,-2.21155
-29.7995,1,0.802905,2,3,0,30.0414,-2.3847
-29.7995,0.4364,0.802905,1,3,0,33.0931,-2.3847
-29.7977,1,0.802905,1,1,0,29.8434,-2.38599
-30.0098,0.939641,0.802905,1,1,0,30.0271,-2.2644
-29.7015,0.945107,0.802905,1,3,0,30.3189,-2.79478
-29.9988,0.959308,0.802905,2,3,0,30.1108,-2.99864
-29.9988,0.777606,0.802905,1,3,0,32.662,-2.99864
-29.7175,0.992349,0.802905,1,3,0,29.9603,-2.81168
-30.485,0.941544,0.802905,2,3,0,30.539,-2.08376
-29.7968,1,0.802905,1,1,0,30.276,-2.3866
-30.0474,0.928826,0.802905,1,1,0,30.0617,-2.24693
-29.9683,0.801836,0.802905,1,3,0,31.073,-2.98313
-29.6448,0.976186,0.802905,1,3,0,30.1713,-2.55289
-29.6719,0.993292,0.802905,1,1,0,29.6725,-2.50573
-30.2215,0.714673,0.802905,2,3,0,32.1989,-3.09668
-29.7861,0.984761,0.802905,1,3,0,30.1703,-2.87092
-29.6411,0.997491,0.802905,1,3,0,29.7754,-2.70146
-29.6341,0.997621,0.802905,1,3,0,29.6629,-2.58293
-29.8207,0.973687,0.802905,2,3,0,29.8228,-2.89588
-29.6815,0.934145,0.802905,2,3,0,30.4544,-2.77091
-29.6288,0.999301,0.802905,1,3,0,29.6812,-2.65328
-30.3414,0.843736,0.802905,2,3,0,30.7105,-3.14189
-30.8519,0.982383,0.802905,2,3,0,30.8548,-3.3017
-31.0141,0.982173,0.802905,2,7,0,31.0179,-1.93708
-31.5587,0.935661,0.802905,2,3,0,31.9672,-1.81403
-30.0716,1,0.802905,2,3,0,31.0688,-2.23608
-29.6423,0.980006,0.802905,1,3,0,30.1786,-2.70456
-29.655,0.997373,0.802905,1,1,0,29.6558,-2.73097
-29.6389,0.961353,0.802905,2,3,0,29.9817,-2.56779
-29.8094,0.966557,0.802905,1,3,0,29.8194,-2.37774
-30.1033,0.916155,0.802905,1,1,0,30.1177,-2.22235
-29.7623,0.684422,0.802905,2,3,0,31.852,-2.41285
-29.6331,0.992819,0.802905,2,3,0,29.811,-2.58689
-29.6376,0.998916,0.802905,1,1,0,29.6381,-2.57138
-29.9843,0.917903,0.802905,2,3,0,30.2499,-2.27679
-29.6736,0.960559,0.802905,1,3,0,30.2025,-2.76034
-29.6736,0.791112,0.802905,1,3,0,31.2347,-2.76034
-29.9688,0.960346,0.802905,2,3,0,30.0533,-2.98339
-29.7767,1,0.802905,1,1,0,29.937,-2.86368
-29.9258,0.975357,0.802905,1,1,0,29.9278,-2.96033
-29.675,0.902058,0.802905,2,3,0,30.976,-2.50147
-30.1678,0.726897,0.802905,2,3,0,31.9988,-3.075
-31.3602,0.848977,0.802905,1,3,0,31.4747,-3.43038
-29.653,1,0.802905,2,3,0,31.0814,-2.72734
-29.7086,0.849225,0.802905,2,3,0,31.294,-2.80255
-30.5352,0.840318,0.802905,1,3,0,31.0218,-2.06813
-30.5352,0.842683,0.802905,1,1,0,31.0621,-2.06813
-30.0365,1,0.802905,1,1,0,30.4306,-2.2519
-29.9498,1,0.802905,1,1,0,30.0844,-2.29422
-29.9307,1,0.802905,2,7,0,29.9348,-2.96305
-31.7131,0.831458,0.802905,2,3,0,31.8157,-3.50897
-29.8615,0.969634,0.802905,1,3,0,32.073,-2.92257
-29.6389,0.996388,0.802905,1,3,0,29.861,-2.69566
-32.4209,0.695581,0.802905,2,7,0,32.4294,-3.64893
-33.3959,0.992724,0.802905,2,3,0,33.3974,-3.81546
-32.6889,1,0.802905,1,1,0,33.413,-3.69725
-32.3705,0.987559,0.802905,2,7,0,32.7964,-1.66028
-30.0254,1,0.802905,1,1,0,31.5461,-2.25708
-31.0187,0.714118,0.802905,1,1,0,31.0524,-1.93593
-29.8674,1,0.802905,2,3,0,30.7822,-2.9262
-30.1001,0.965126,0.802905,1,1,0,30.102,-3.04605
-29.8343,1,0.802905,1,1,0,30.0586,-2.90507
-29.8324,1,0.802905,2,3,0,29.8716,-2.9038
-32.5516,0.735828,0.802905,1,3,0,34.0977,-3.67276
-32.8614,0.997532,0.802905,2,3,0,32.9887,-3.72725
-33.5844,0.989851,0.802905,1,1,0,33.6125,-3.84506
-31.0243,1,0.802905,2,3,0,33.5685,-3.34786
-31.5291,0.965028,0.802905,1,1,0,31.5582,-3.46889
-30.9794,1,0.802905,1,1,0,31.5102,-3.33612
-29.6832,1,0.802905,1,3,0,31.2565,-2.77321
-29.6586,1,0.802905,2,3,0,29.6801,-2.73733
-29.9298,0.954726,0.802905,1,3,0,29.9668,-2.96259
-29.6451,0.995022,0.802905,1,3,0,29.9293,-2.71097
-29.6402,0.996263,0.802905,1,3,0,29.6816,-2.56418
-30.529,0.864498,0.802905,2,3,0,30.5297,-3.20567
-31.203,0.93917,0.802905,1,1,0,31.2032,-3.39285
-31.0744,1,0.802905,1,1,0,31.3227,-3.36073
-29.6768,1,0.802905,2,3,0,30.8768,-2.76476
-29.8873,0.969531,0.802905,1,3,0,29.8994,-2.93829
-29.668,0.908177,0.802905,2,3,0,30.8897,-2.51142
-30.1269,0.930671,0.802905,2,7,0,30.1276,-3.05776
-30.1284,0.999805,0.802905,1,1,0,30.21,-3.05839
-30.7898,0.952851,0.802905,2,7,0,30.8297,-1.99496
-30.7898,0.905845,0.802905,1,1,0,31.2987,-1.99496
-30.1301,1,0.802905,1,1,0,30.6419,-2.21106
-30.4172,0.908972,0.802905,1,1,0,30.5241,-2.10561
-29.6293,0.995871,0.802905,1,3,0,30.4179,-2.65678
-30.4443,0.84059,0.802905,1,3,0,30.6212,-2.09677
-29.7202,1,0.802905,2,3,0,30.323,-2.81435
-29.6934,1,0.802905,2,3,0,29.722,-2.78556
-29.6502,0.990617,0.802905,1,3,0,29.7792,-2.54157
-29.6463,0.990652,0.802905,2,3,0,29.7223,-2.71386
-29.8422,0.972535,0.802905,2,3,0,29.8927,-2.91024
-29.6371,0.98718,0.802905,1,3,0,29.9574,-2.57288
-29.6371,0.731591,0.802905,1,3,0,31.4167,-2.57288
-29.6415,0.995141,0.802905,1,3,0,29.6714,-2.70243
-30.0425,0.95521,0.802905,2,3,0,30.102,-2.24915
-30.1123,0.978161,0.802905,1,1,0,30.2184,-2.21851
-29.9812,0.788516,0.802905,1,3,0,31.2031,-2.98978
-29.6654,0.966043,0.802905,1,3,0,30.2597,-2.5154
-29.7402,0.964984,0.802905,2,3,0,29.9041,-2.43149
-29.7566,0.998516,0.802905,2,3,0,29.782,-2.41755
-29.7566,0.797021,0.802905,1,3,0,30.7063,-2.41755
-30.0458,0.91973,0.802905,1,1,0,30.0506,-2.24764
-29.716,0.936325,0.802905,1,3,0,30.4053,-2.81015
-30.0278,0.97687,0.802905,2,3,0,30.0279,-2.25595
-30.0278,0.631713,0.802905,1,1,0,30.9269,-2.25595
-30.6275,0.819735,0.802905,1,1,0,30.6787,-2.04052
-30.595,1,0.802905,2,7,0,30.5971,-3.22651
-31.159,0.950225,0.802905,1,1,0,31.1654,-3.38201
-29.7699,0.97576,0.802905,2,7,0,30.8847,-2.40684
-29.8122,0.996061,0.802905,2,3,0,29.8411,-2.37576
-29.825,0.898802,0.802905,1,3,0,30.3595,-2.89878
-29.6697,0.996913,0.802905,1,3,0,29.8012,-2.75469
-31.4249,0.730527,0.802905,2,7,0,32.399,-3.44534
-30.7125,1,0.802905,1,1,0,31.3666,-3.26199
-30.3073,1,0.802905,1,1,0,30.678,-3.12944
-29.631,0.963067,0.802905,2,3,0,30.8202,-2.66683
-29.6745,0.987534,0.802905,1,3,0,29.7062,-2.50213
-29.8474,0.925822,0.802905,2,3,0,30.1596,-2.35257
-30.5281,0.922014,0.802905,2,3,0,30.5351,-2.07031
-30.501,1,0.802905,2,7,0,30.5025,-3.19658
-30.6769,0.884965,0.802905,2,3,0,32.4585,-3.25143
-29.7132,0.982247,0.802905,1,3,0,30.7647,-2.80727
-30.5748,0.931646,0.802905,2,3,0,30.6578,-2.05612
-30.5386,1,0.802905,1,1,0,30.8408,-2.06709
-29.6445,0.9821,0.802905,1,3,0,30.6471,-2.70982
-29.8002,0.973013,0.802905,1,3,0,29.8187,-2.88134
-29.6956,1,0.802905,1,1,0,29.7809,-2.7882
-29.6712,0.985787,0.802905,1,3,0,29.8261,-2.50683
-29.711,0.969984,0.802905,1,3,0,29.8699,-2.80501
-29.6753,1,0.802905,1,1,0,29.7068,-2.76277
-29.6367,0.943996,0.802905,2,3,0,30.1893,-2.57414
-29.647,0.993443,0.802905,1,3,0,29.6809,-2.7152
-29.6318,0.913551,0.802905,2,3,0,30.4383,-2.67105
-29.6282,0.944576,0.802905,2,3,0,30.0717,-2.64714
-30.055,0.909297,0.802905,1,3,0,30.1612,-2.24347
-29.6316,1,0.802905,1,3,0,30.0054,-2.59314
-29.787,0.927348,0.802905,2,3,0,30.077,-2.87157
-29.7529,0.918781,0.802905,2,3,0,30.5774,-2.84425
-30.2958,0.924967,0.802905,1,3,0,30.3501,-3.12516
-29.7275,0.946169,0.802905,1,3,0,30.9463,-2.44305
-29.8762,0.959402,0.802905,1,1,0,29.8829,-2.33501
-29.6277,0.999672,0.802905,2,3,0,29.8905,-2.64088
-29.6285,0.997192,0.802905,2,3,0,29.6471,-2.61286
-30.7012,0.728278,0.802905,1,3,0,31.4694,-3.25866
-30.5326,0.864146,0.802905,1,3,0,33.1451,-2.06892
-29.9755,1,0.802905,2,3,0,30.3908,-2.28115
-29.8068,0.891452,0.802905,1,3,0,30.5611,-2.88609
-30.8907,0.926844,0.802905,2,3,0,30.9444,-1.96827
-29.6518,0.968533,0.802905,2,3,0,31.247,-2.72501
-29.751,0.985397,0.802905,1,3,0,29.7548,-2.84269
-29.7965,0.956469,0.802905,1,3,0,30.142,-2.38685
-30.0223,0.849477,0.802905,1,3,0,30.7663,-3.01016
-29.8573,1,0.802905,1,1,0,30.0035,-2.91991
-29.6897,0.968231,0.802905,1,3,0,30.1273,-2.48277
-29.6897,0.815649,0.802905,1,3,0,30.5852,-2.48277
-29.6689,1,0.802905,1,1,0,29.6905,-2.51009
-30.2937,0.780753,0.802905,1,3,0,30.9787,-3.12438
-29.6702,1,0.802905,2,3,0,30.2515,-2.75556
-29.653,0.967939,0.802905,2,3,0,29.9596,-2.5362
-30.1097,0.911224,0.802905,1,3,0,30.1313,-2.21962
-30.1097,0.595293,0.802905,1,1,0,31.0976,-2.21962
-29.8788,1,0.802905,1,1,0,30.0756,-2.33349
-29.736,1,0.802905,2,3,0,29.8475,-2.43529
-29.6721,1,0.802905,1,1,0,29.7217,-2.50553
-29.7479,0.980341,0.802905,1,1,0,29.7496,-2.42482
-29.6876,1,0.802905,1,1,0,29.7375,-2.48529
-30.5319,0.867986,0.802905,2,7,0,30.5366,-3.2066
-29.7112,0.99608,0.802905,2,3,0,30.5763,-2.80521
-29.6334,0.99473,0.802905,1,3,0,29.7602,-2.5857
-29.6312,0.99752,0.802905,2,3,0,29.6529,-2.66783
-29.9267,0.933085,0.802905,1,3,0,30.0314,-2.30646
-29.6365,1,0.802905,2,3,0,29.9011,-2.68847
-29.7229,0.93051,0.802905,2,3,0,30.116,-2.81699
-29.6532,0.987841,0.802905,1,3,0,29.8317,-2.53571
-30.0318,0.880499,0.802905,2,7,0,30.4156,-3.01474
-29.8191,0.98981,0.802905,2,3,0,30.2061,-2.89475
-29.6442,0.996817,0.802905,1,3,0,29.8074,-2.70909
-30.1325,0.893904,0.802905,1,3,0,30.3399,-2.21005
-30.1264,1,0.802905,2,3,0,30.274,-2.21262
-29.6279,0.977811,0.802905,2,3,0,30.2832,-2.61999
-29.6759,0.987166,0.802905,1,3,0,29.7005,-2.76354
-29.8577,0.986419,0.802905,2,3,0,29.8577,-2.34619
-29.6675,0.969261,0.802905,1,3,0,30.034,-2.75147
-29.7838,0.980272,0.802905,2,3,0,29.8561,-2.86917
-29.6553,0.987591,0.802905,1,3,0,29.9295,-2.5319
-30.0109,0.882655,0.802905,1,3,0,30.3851,-3.00464
-30.0138,0.910199,0.802905,1,3,0,30.9796,-2.26253
-30.1569,0.955682,0.802905,1,1,0,30.2434,-2.20008
-29.6474,0.922283,0.802905,2,3,0,30.6449,-2.54721
-29.7359,0.96413,0.802905,1,3,0,29.8643,-2.82932
-30.1032,0.948667,0.802905,1,3,0,30.1236,-3.04745
-30.4917,0.952305,0.802905,1,1,0,30.4943,-3.19355
-29.8128,0.924007,0.802905,1,3,0,31.4992,-2.37535
-29.6948,1,0.802905,1,1,0,29.7837,-2.4768
-29.7469,0.986223,0.802905,1,1,0,29.755,-2.42569
-29.8198,0.979891,0.802905,1,1,0,29.8381,-2.37059
-30.316,0.859592,0.802905,1,1,0,30.3237,-2.14012
-30.0891,1,0.802905,1,1,0,30.342,-2.22844
-29.8679,1,0.802905,2,3,0,30.0563,-2.33995
-29.6295,0.991276,0.802905,2,3,0,29.9286,-2.60478
-30.7087,0.841174,0.802905,2,3,0,30.7121,-3.26088
-29.6365,0.9322,0.802905,1,3,0,31.2883,-2.57471
-29.8555,0.956037,0.802905,1,3,0,29.8732,-2.34754
-29.9613,0.969071,0.802905,1,1,0,30.005,-2.28833
-31.569,0.577677,0.802905,1,1,0,31.578,-1.81189
-29.9713,1,0.802905,2,3,0,31.0327,-2.28328
-30.2207,0.924159,0.802905,1,1,0,30.2818,-2.17508
-29.7337,1,0.802905,2,3,0,30.1129,-2.82728
-30.2117,0.933265,0.802905,1,3,0,30.2577,-3.0928
-30.0926,0.895567,0.802905,1,3,0,31.4899,-2.22693
-29.9668,1,0.802905,1,1,0,30.1276,-2.28553
-29.7617,1,0.802905,2,3,0,29.9177,-2.41331
-29.6846,1,0.802905,1,1,0,29.7449,-2.48894
-29.8309,0.922056,0.802905,1,3,0,30.1311,-2.9028
-29.8967,0.989343,0.802905,1,1,0,29.9167,-2.94383
-29.7202,0.957471,0.802905,1,3,0,30.2586,-2.45005
-30.4808,0.692959,0.802905,1,3,0,31.5531,-3.18994
-31.0852,0.981096,0.802905,2,3,0,31.0867,-3.3635
-29.6303,0.966492,0.802905,2,7,0,31.6859,-2.6631
-29.6351,0.998744,0.802905,2,3,0,29.6414,-2.68372
-29.8093,0.956545,0.802905,1,3,0,29.9014,-2.37781
-29.981,0.950818,0.802905,1,1,0,30.0046,-2.27839
-29.8648,1,0.802905,1,1,0,29.9913,-2.34182
-30.761,0.553118,0.802905,1,3,0,32.6227,-3.27608
-31.0484,0.975643,0.802905,1,1,0,31.108,-3.35409
-31.2733,0.976477,0.802905,2,7,0,31.2747,-1.87589
-30.1561,1,0.802905,1,1,0,30.9435,-2.20042
-30.1561,0.0238951,0.802905,1,1,0,35.4641,-2.20042
-30.1561,0.136123,0.802905,1,1,0,33.2736,-2.20042
-29.6662,0.873561,0.802905,2,3,0,30.8562,-2.51414
-29.71,0.968393,0.802905,1,3,0,29.8582,-2.80394
-29.7125,0.991878,0.802905,2,3,0,29.8202,-2.80654
-29.7815,0.908189,0.802905,2,3,0,30.4945,-2.8674
-32.31,0.728234,0.802905,2,3,0,32.3218,-3.62827
-32.1543,1,0.802905,1,1,0,32.4776,-3.59854
-31.4273,1,0.802905,1,1,0,32.1269,-3.44589
-31.2873,1,0.802905,1,1,0,31.5572,-3.41318
-29.6629,0.989315,0.802905,1,3,0,31.8116,-2.74443
-29.644,0.994299,0.802905,1,3,0,29.7183,-2.55471
-29.6285,0.999946,0.802905,1,3,0,29.6418,-2.61224
-29.8464,0.969115,0.802905,2,3,0,29.8543,-2.91299
-29.8464,0.871153,0.802905,1,3,0,30.8458,-2.91299
-29.9626,0.981737,0.802905,1,1,0,29.9751,-2.98019
-30.9878,0.867118,0.802905,1,3,0,31.1061,-3.33832
-29.7654,0.924624,0.802905,1,3,0,32.3067,-2.41036
-30.1648,0.776481,0.802905,1,3,0,31.0051,-3.07374
-29.6318,0.998604,0.802905,1,3,0,30.266,-2.67091
-29.8494,0.948624,0.802905,1,3,0,29.9389,-2.35134
-31.3531,0.612847,0.802905,1,1,0,31.3532,-1.85806
-30.1432,1,0.802905,2,7,0,31.0537,-3.0647
-30.207,0.991705,0.802905,1,1,0,30.2698,-3.09093
-29.9653,1,0.802905,1,1,0,30.18,-2.9816
-29.6418,0.978076,0.802905,1,3,0,30.1548,-2.56007
-29.6575,0.9897,0.802905,1,3,0,29.7103,-2.73534
-29.6435,0.961674,0.802905,2,3,0,29.9508,-2.70748
-30.0477,0.909156,0.802905,1,3,0,30.2337,-2.24681
-30.1693,0.961921,0.802905,1,1,0,30.2694,-2.19511
-29.6518,0.905644,0.802905,2,3,0,30.7301,-2.53837
-29.65,0.991007,0.802905,1,3,0,29.7137,-2.7215
-30.4223,0.856723,0.802905,1,3,0,30.7051,-3.17027
-29.6537,0.964892,0.802905,1,3,0,30.9171,-2.5349
-29.7061,0.972812,0.802905,1,3,0,29.8251,-2.79986
-30.3281,0.906657,0.802905,1,3,0,30.4401,-3.13705
-29.6513,0.995168,0.802905,1,3,0,30.4124,-2.72402
-29.7811,0.98975,0.802905,2,3,0,29.7819,-2.39818
-29.6971,0.962027,0.802905,1,3,0,30.0143,-2.78993
-29.6818,1,0.802905,2,3,0,29.7014,-2.77141
-29.633,0.995958,0.802905,1,3,0,29.7187,-2.58705
-30.4759,0.77088,0.802905,1,3,0,31.1154,-3.18833
-29.7389,0.977606,0.802905,1,3,0,30.4775,-2.83203
-29.6702,0.982638,0.802905,1,3,0,29.8946,-2.50824
-29.7808,0.950387,0.802905,2,3,0,30.0002,-2.39844
-29.6702,0.972797,0.802905,1,3,0,29.9448,-2.75543
-29.6833,0.997409,0.802905,1,1,0,29.6889,-2.77331
-29.6989,0.991946,0.802905,2,3,0,29.7784,-2.79187
-32.1384,0.59812,0.802905,2,7,0,33.7245,-3.59546
-31.6605,1,0.802905,1,1,0,32.173,-3.4977
-29.6385,1,0.802905,2,3,0,31.3113,-2.69447
-30.0523,0.917475,0.802905,1,3,0,30.1788,-3.02441
-29.6413,0.995034,0.802905,1,3,0,30.0835,-2.70189
-29.6294,0.953817,0.802905,2,3,0,30.0147,-2.6051
-29.6366,0.954155,0.802905,2,3,0,29.9495,-2.68882
-29.694,0.941962,0.802905,2,3,0,30.0391,-2.78631
-29.9289,0.933936,0.802905,1,3,0,30.2189,-2.30531
-30.0166,0.795841,0.802905,1,3,0,30.9997,-3.0074
-31.7228,0.801128,0.802905,1,3,0,32.1445,-3.51104
-31.4741,0.993786,0.802905,2,7,0,31.7673,-1.83184
-30.3143,1,0.802905,1,1,0,31.1618,-2.14073
-29.6428,1,0.802905,1,3,0,30.1917,-2.55759
-30.1782,0.847126,0.802905,1,3,0,30.6362,-3.07928
-29.6279,1,0.802905,2,3,0,30.0764,-2.6191
-30.2661,0.847402,0.802905,1,3,0,30.6548,-3.11399
-29.6279,0.979516,0.802905,1,3,0,30.4912,-2.61973
-29.6422,0.995944,0.802905,1,3,0,29.6509,-2.70412
-31.4203,0.707093,0.802905,1,3,0,31.7813,-1.8434
-31.4203,0.0339034,0.802905,1,1,0,35.8019,-1.8434
-30.7768,1,0.802905,2,3,0,31.4815,-1.99849
-30.5612,1,0.802905,1,1,0,30.9635,-2.06023
-30.0209,1,0.802905,2,3,0,30.436,-2.25914
-29.7249,1,0.802905,2,7,0,29.9528,-2.81899
-29.8393,0.979877,0.802905,1,1,0,29.8402,-2.90834
-29.816,1,0.802905,2,3,0,29.8637,-2.89259
-29.6401,0.999415,0.802905,2,3,0,29.82,-2.69883
-31.2825,0.719268,0.802905,1,3,0,32.3199,-3.41204
-29.9451,0.938624,0.802905,1,3,0,31.3524,-2.97092
-29.7765,1,0.802905,1,1,0,29.9179,-2.86351
-29.6932,0.974495,0.802905,1,3,0,30.0036,-2.47868
-29.6784,0.980321,0.802905,2,3,0,29.8359,-2.49694
-29.6326,0.99685,0.802905,2,3,0,29.7011,-2.58886
-29.628,1,0.802905,2,3,0,29.6316,-2.64495
-30.3352,0.859035,0.802905,1,3,0,30.4811,-2.13338
-30.3352,0.584986,0.802905,1,1,0,31.3516,-2.13338
-30.3784,0.995129,0.802905,2,3,0,30.5853,-2.11856
-29.8482,1,0.802905,1,1,0,30.2257,-2.35207
-29.7951,1,0.802905,1,1,0,29.8673,-2.38781
-30.114,0.797094,0.802905,2,7,0,30.9637,-3.05217
-29.7066,0.93506,0.802905,2,3,0,30.9002,-2.80036
-29.6991,0.932895,0.802905,2,3,0,30.2895,-2.79214
-29.6522,0.989737,0.802905,1,3,0,29.7927,-2.5376
-29.7516,0.958652,0.802905,2,7,0,29.9047,-2.84317
-29.8545,0.994113,0.802905,2,3,0,29.8583,-2.91813
-29.63,0.997769,0.802905,1,3,0,29.8774,-2.66131
-30.1034,0.899621,0.802905,1,3,0,30.2353,-2.22228
-29.983,1,0.802905,1,1,0,30.1457,-2.27741
-29.983,0.562143,0.802905,1,1,0,31.0904,-2.27741
-29.983,0.633576,0.802905,1,1,0,30.8848,-2.27741
-30.2442,0.920353,0.802905,1,1,0,30.3076,-2.16622
-29.6796,0.783463,0.802905,2,3,0,31.3947,-2.49533
-29.7549,0.949957,0.802905,1,3,0,29.9726,-2.846
-29.6949,0.955748,0.802905,2,3,0,30.1882,-2.47675
-29.7952,0.973344,0.802905,1,1,0,29.799,-2.38779
-29.9203,0.860976,0.802905,2,7,0,30.5412,-2.95729
-29.7942,0.940888,0.802905,1,3,0,30.444,-2.38846
-29.6913,0.963414,0.802905,1,3,0,30.0179,-2.78317
-31.6871,0.695834,0.802905,1,3,0,32.2643,-1.78773
-29.7072,0.949678,0.802905,1,3,0,32.0131,-2.80103
-30.2312,0.938115,0.802905,2,3,0,30.3415,-3.10051
-29.6714,0.943821,0.802905,1,3,0,30.6754,-2.50651
-30.0839,0.844161,0.802905,1,3,0,30.5795,-3.03886
-29.6526,0.992752,0.802905,1,3,0,30.0989,-2.72658
-32.4303,0.713883,0.802905,2,7,0,32.4342,-3.65067
-29.8161,0.887034,0.802905,2,7,0,32.0007,-2.37308
-29.6277,0.997274,0.802905,2,3,0,29.8392,-2.62192
-29.6524,0.996048,0.802905,2,3,0,29.6598,-2.53726
-29.7399,0.884366,0.802905,2,3,0,30.4583,-2.83287
-30.2447,0.963216,0.802905,2,3,0,30.2494,-2.16603
-29.8809,1,0.802905,1,1,0,30.1587,-2.33222
-30.1811,0.911757,0.802905,1,1,0,30.2123,-2.19042
-29.7317,1,0.802905,1,1,0,30.0515,-2.4392
-29.8396,0.90681,0.802905,1,3,0,30.2475,-2.90852
-29.7797,0.954371,0.802905,1,3,0,30.2751,-2.39923
-29.8228,0.987907,0.802905,1,1,0,29.8544,-2.36857
-29.6844,0.954574,0.802905,2,3,0,30.1131,-2.48922
-30.7917,0.628441,0.802905,1,3,0,32.0825,-3.28483
-30.7799,0.98395,0.802905,2,7,0,30.8565,-1.99763
-30.6578,1,0.802905,1,1,0,31.0462,-2.03175
-29.6288,0.999678,0.802905,1,3,0,30.6246,-2.65336
-29.8727,0.967047,0.802905,2,3,0,29.9273,-2.33711
-30.7765,0.892178,0.802905,2,3,0,30.7827,-1.99855
-30.0675,1,0.802905,2,7,0,30.628,-3.03141
-29.6837,0.998249,0.802905,2,3,0,30.0881,-2.77376
-30.8203,0.893139,0.802905,2,3,0,31.0873,-1.98676
-31.0757,0.90805,0.802905,1,1,0,31.433,-1.92203
-30.6172,1,0.802905,1,1,0,31.1674,-2.04354
-29.7843,1,0.802905,2,3,0,30.3626,-2.39578
-29.6619,0.976019,0.802905,1,3,0,29.9268,-2.74281
-29.966,0.949506,0.802905,1,3,0,30.0096,-2.98195
-29.899,0.904612,0.802905,2,3,0,31.0913,-2.94518
-29.6277,0.996947,0.802905,1,3,0,29.9521,-2.64128
-29.6285,0.994821,0.802905,2,3,0,29.6635,-2.61205
-29.6373,0.998214,0.802905,2,3,0,29.6428,-2.57234
